place,place_address,station_name,station_address,distance
Instalación Deportiva Municipal Básica Francisco de Goya (antigua Mozart),INST. DEPORTIVA BASICA MOZART ,Bicipark Recuerdo,"Calle Hiedra, 26",4918845.98
Instalación Deportiva Municipal Básica Frontón Orcasitas,AVENIDA RAFAELA YBARRA 103 Parque de Orcasitas,Bicipark Recuerdo,"Calle Hiedra, 26",4912688.73
Instalación Deportiva Municipal Básica Frontón Polideportivo San Fermín,CALLE SAN MAXIMO 10,Bicipark Recuerdo,"Calle Hiedra, 26",4913140.92
Instalación Deportiva Municipal Básica Frontón San Fermín,CAMINO DE PERALES 136 c/v calle de Torrox,Bicipark Recuerdo,"Calle Hiedra, 26",4912411.09
Instalación Deportiva Municipal Básica Frontón Tudelillas,AVENIDA PABLO IGLESIAS 62,Bicipark Recuerdo,"Calle Hiedra, 26",4921652.17
Instalación Deportiva Municipal Básica Frontón Zofio (antiguo Zofío II),CALLE RICARDO BELTRAN Y ROZPIDE 16,Bicipark Recuerdo,"Calle Hiedra, 26",4913761.49
Instalación Deportiva Municipal Básica Fuente Espina,CALLE FUENTESPINA 29,Bicipark Recuerdo,"Calle Hiedra, 26",4912824.75
Instalación Deportiva Municipal Básica Fuente de Lima,CALLE FUENTE DE LIMA 24,Bicipark Recuerdo,"Calle Hiedra, 26",4914559.29
Instalación Deportiva Municipal Básica Fuerte de Navidad,CALLE FUERTE DE NAVIDAD  c/v La Isabela,Bicipark Recuerdo,"Calle Hiedra, 26",4914262.17
Instalación Deportiva Municipal Básica Félix Rodríguez de la Fuente,CALLE FELIX RODRIGUEZ DE LA FUENTE 3,Bicipark Recuerdo,"Calle Hiedra, 26",4917149.86
Instalación Deportiva Municipal Básica Galeón,CALLE GALEON 3,Bicipark Recuerdo,"Calle Hiedra, 26",4921156.64
Instalación Deportiva Municipal Básica Garrovillas,PLAZA GARROVILLAS S/N,Bicipark Recuerdo,"Calle Hiedra, 26",4914266.59
Instalación Deportiva Municipal Básica General Millán Astray,CALLE GENERAL MILLAN ASTRAY 4,Bicipark Recuerdo,"Calle Hiedra, 26",4914096.09
Instalación Deportiva Municipal Básica Glorieta Avenida San Luis,CALLE Añastro 78,Bicipark Recuerdo,"Calle Hiedra, 26",4923005.16
Instalación Deportiva Municipal Básica Glorieta de Segovia,PASEO Ciudad de Plasencia ,Bicipark Recuerdo,"Calle Hiedra, 26",4917336.3
Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,AVENIDA GRAN VIA DE HORTALEZA 1,Bicipark Recuerdo,"Calle Hiedra, 26",4922703.1
Instalación Deportiva Municipal Básica Guadalajara,AVENIDA GUADALAJARA S/N,Bicipark Recuerdo,"Calle Hiedra, 26",4917479.21
Instalación Deportiva Municipal Básica Hermanos Trueba,CALLE HERMANOS TRUEBA 30,Bicipark Recuerdo,"Calle Hiedra, 26",4913966.2
Instalación Deportiva Municipal Básica Hogar del Ferroviario,"AVENIDA MEDITERRANEO S/N Colonia Ferroviarios, frente a Manuel Mª Arrillaga, 51",Bicipark Recuerdo,"Calle Hiedra, 26",4916311.31
Instalación Deportiva Municipal Básica Hornero,CALLE HORNERO 1,Bicipark Recuerdo,"Calle Hiedra, 26",4914699.63
Instalación Deportiva Municipal Básica Huerta de la Salud,CALLE ALCOBENDAS 3,Bicipark Recuerdo,"Calle Hiedra, 26",4923706.32
Instalación Deportiva Municipal Básica Illescas,CALLE ILLESCAS  c/v Pº Extremadura,Bicipark Recuerdo,"Calle Hiedra, 26",4916061.4
Instalación Deportiva Municipal Básica Imagen,CALLE IMAGEN 23,Bicipark Recuerdo,"Calle Hiedra, 26",4913749.21
Instalación Deportiva Municipal Básica Isabel Patacón,CALLE ISABEL PATACON S/N Barrio de Buenavista,Bicipark Recuerdo,"Calle Hiedra, 26",4912937.3
Instalación Deportiva Municipal Básica Isla de Tabarca,CALLE SANTIAGO DE COMPOSTELA 104 c/v Isla de Tabarca,Bicipark Recuerdo,"Calle Hiedra, 26",4924510.34
Instalación Deportiva Municipal Básica Iván de Vargas,TRAVESIA IVAN DE VARGAS 4,Bicipark Recuerdo,"Calle Hiedra, 26",4916342.7
Instalación Deportiva Municipal Básica Jacinto Verdaguer,CALLE JACINTO VERDAGUER 17,Bicipark Recuerdo,"Calle Hiedra, 26",4915483.05
Instalación Deportiva Municipal Básica Jardines Alhambra,CALLE ALHAMBRA  c/v Carlos Fuentes,Bicipark Recuerdo,"Calle Hiedra, 26",4916519.96
Instalación Deportiva Municipal Básica Jardines General Fanjul,AVENIDA LAS AGUILAS ,Bicipark Recuerdo,"Calle Hiedra, 26",4914692.33
Instalación Deportiva Municipal Básica Jardines Vía Carpetana,CALLE VIA CARPETANA S/N c/v Laguna,Bicipark Recuerdo,"Calle Hiedra, 26",4915344.06
Instalación Deportiva Municipal Básica Jardines de Bucaramanga,AVENIDA BUCARAMANGA 2,Bicipark Recuerdo,"Calle Hiedra, 26",4923359.37
Instalación Deportiva Municipal Básica Jardín Canarias,CALLE CANARIAS 19,Bicipark Recuerdo,"Calle Hiedra, 26",4916049.23
Instalación Deportiva Municipal Básica Jardín Chico de la Eterna Sonrisa,CALLE LA RIOJA 25,Bicipark Recuerdo,"Calle Hiedra, 26",4921560.77
Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,CALLE ARGANDA 3,Bicipark Recuerdo,"Calle Hiedra, 26",4915931.98
Instalación Deportiva Municipal Básica Jardín de Portugalete,CALLE ULISES 23,Bicipark Recuerdo,"Calle Hiedra, 26",4921837.05
Instalación Deportiva Municipal Básica Jazmin,CALLE JAZMIN 36,Bicipark Recuerdo,"Calle Hiedra, 26",4924288.74
Instalación Deportiva Municipal Básica Jesús Aprendiz,CALLE ANTONIO DIAZ-CAÑABATE 9 c/v Arias Montano,Bicipark Recuerdo,"Calle Hiedra, 26",4916645.01
Instalación Deportiva Municipal Básica Jesús Divino Obrero,CALLE HUMANES 10,Bicipark Recuerdo,"Calle Hiedra, 26",4914942.86
Instalación Deportiva Municipal Básica Joaquín Ibarra,CALLE JOAQUIN IBARRA S/N Frente al nº 24,Bicipark Recuerdo,"Calle Hiedra, 26",4921659.77
Instalación Deportiva Municipal Básica José Durán,AVENIDA PARQUE DE PALOMERAS BAJAS 10,Bicipark Recuerdo,"Calle Hiedra, 26",4913410.8
Instalación Deportiva Municipal Básica José Luis Sánchez Juez (antiguo Los Coronales),CALLE BAHIA DE MALAGA 5,Bicipark Recuerdo,"Calle Hiedra, 26",4922457.72
Instalación Deportiva Municipal Básica José de Cadalso,CALLE JOSE DE CADALSO  C/V General Romero Basart,Bicipark Recuerdo,"Calle Hiedra, 26",4913927.11
Instalación Deportiva Municipal Básica José de Pasamonte,AVENIDA DOCTOR GARCIA TAPIA 51,Bicipark Recuerdo,"Calle Hiedra, 26",4916741.57
Instalación Deportiva Municipal Básica Juan Clemente Núñez,CALLE JUAN CLEMENTE 1,Bicipark Recuerdo,"Calle Hiedra, 26",4922138.9
Instalación Deportiva Municipal Básica Juan de Mariana,CALLE JUAN DE MARIANA 8,Bicipark Recuerdo,"Calle Hiedra, 26",4915573.32
Instalación Deportiva Municipal Básica Juan de Vera,PLAZA CASAR DE CACERES  (Juan de Vera - Batalla de Belchite),Bicipark Recuerdo,"Calle Hiedra, 26",4915360.74
Instalación Deportiva Municipal Básica Julián González,CALLE JULIAN GONZALEZ 4,Bicipark Recuerdo,"Calle Hiedra, 26",4915847.24
Instalación Deportiva Municipal Básica La Cabrera,CALLE LA CABRERA 33,Bicipark Recuerdo,"Calle Hiedra, 26",4923984.82
Instalación Deportiva Municipal Básica La Chimenea,CALLE VALLANDES 5 c/v Hermenegildo Bielsa y Calesas,Bicipark Recuerdo,"Calle Hiedra, 26",4914873.36
Instalación Deportiva Municipal Básica La Chopera,CALLE ESCULTOR PERESEJO 86,Bicipark Recuerdo,"Calle Hiedra, 26",4922463.02
Instalación Deportiva Municipal Básica La Diligencia,CALLE DILGENCIA 7 c/v calle Puerto Velate,Bicipark Recuerdo,"Calle Hiedra, 26",4914484.01
Instalación Deportiva Municipal Básica La Mancha,CALLE TOMELLOSO 21 Próximo a la Av. de Córdoba (P.D. Almendral),Bicipark Recuerdo,"Calle Hiedra, 26",4913690.38
Instalación Deportiva Municipal Básica La Masó,CALLE LA MASO 34 c/v Collado de Cerro Malejo,Bicipark Recuerdo,"Calle Hiedra, 26",4925916.38
Instalación Deportiva Municipal Básica La Perla,CALLE CORINDON 3,Bicipark Recuerdo,"Calle Hiedra, 26",4912140.98
Instalación Deportiva Municipal Básica Laminador de Tormentas - Valdebebas,calle Antonio Flórez s/n esquina avenida Francisco Javier Sáenz de Oiza ,Bicipark Recuerdo,"Calle Hiedra, 26",4925250.57
Instalación Deportiva Municipal Básica Las Rosas,AVENIDA NIZA s/n,Bicipark Recuerdo,"Calle Hiedra, 26",4918065.83
Instalación Deportiva Municipal Básica Las Vistillas,PLAZA GABRIEL MIRO ,Bicipark Recuerdo,"Calle Hiedra, 26",4917336.3
Instalación Deportiva Municipal Básica Lili Alvarez,"CALLE LA RIVIERA 4 c/v calle Provenza, 3 Cañón Río Lobos",Bicipark Recuerdo,"Calle Hiedra, 26",4915938.51
Instalación Deportiva Municipal Básica Lonja de la Seda,CALLE LONJA DE LA SEDA 32 Parc. 2.1 del P.A.U. de Carabanchel,Bicipark Recuerdo,"Calle Hiedra, 26",4912567.73
Instalación Deportiva Municipal Básica Los Arbolitos,INST. DEPORTIVA BASICA RONDA SUR ,Bicipark Recuerdo,"Calle Hiedra, 26",4912733.92
Instalación Deportiva Municipal Básica Los Caprichos,AVENIDA CAPRICHOS 1,Bicipark Recuerdo,"Calle Hiedra, 26",4916708.78
Instalación Deportiva Municipal Básica Los Cármenes,CALLE ALHAMBRA 35,Bicipark Recuerdo,"Calle Hiedra, 26",4915907.27
Instalación Deportiva Municipal Básica Los Llanos,CALLE FLORENCIO CASTILLO 3,Bicipark Recuerdo,"Calle Hiedra, 26",4922025.55
Instalación Deportiva Municipal Básica Los Morales,CALLE MORALES 31 Parc. 3.16.2 del P.A.U. de Carabanchel,Bicipark Recuerdo,"Calle Hiedra, 26",4911981.96
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,CALLE PATRIMONIO DE LA HUMANIDAD 37 Parc. 3.10.4 del P.A.U. de Carabanchel,Bicipark Recuerdo,"Calle Hiedra, 26",4912148.73
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad II,"CALLE MORALES  C/ Patrimonio de la Humanidad, 27. Parc. 3.11.3 del P.A.U. de Carabanchel",Bicipark Recuerdo,"Calle Hiedra, 26",4911927.82
Instalación Deportiva Municipal Básica Los Poblados,AVENIDA POBLADOS  C/V Antig. Carretera a Leganés,Bicipark Recuerdo,"Calle Hiedra, 26",4913206.18
Instalación Deportiva Municipal Básica Los Rosales I,AVENIDA LOS ROSALES 131,Bicipark Recuerdo,"Calle Hiedra, 26",4910327.95
Instalación Deportiva Municipal Básica Lucano,CALLE LUCANO  c/v Esfinge,Bicipark Recuerdo,"Calle Hiedra, 26",4919467.26
Instalación Deportiva Municipal Básica Luis Buitrago,CALLE LUIS BUITRAGO 7,Bicipark Recuerdo,"Calle Hiedra, 26",4923588.34
Instalación Deportiva Municipal Básica Luis Mitjans,CALLE LUIS MITJANS 15,Bicipark Recuerdo,"Calle Hiedra, 26",4915761.36
Instalación Deportiva Municipal Básica Lyon - Flandes,"CALLE LYON 136 (c/v Calle Flandes, 4 posterior)",Bicipark Recuerdo,"Calle Hiedra, 26",4916214.87
Instalación Deportiva Municipal Básica Machupichu,AVENIDA MACHUPICHU 50,Bicipark Recuerdo,"Calle Hiedra, 26",4922056.13
Instalación Deportiva Municipal Básica Madrid - Las Tablas,CALLE FROMISTA 5,Bicipark Recuerdo,"Calle Hiedra, 26",4927770.56
Instalación Deportiva Municipal Básica Madrid Sur,CALLE PUERTO DE VELATE 18,Bicipark Recuerdo,"Calle Hiedra, 26",4913689.54
Instalación Deportiva Municipal Básica Mallorca,CALLE AGASTIA  esq. Juan Pérez de Zúñiga,Bicipark Recuerdo,"Calle Hiedra, 26",4920212.97
Instalación Deportiva Municipal Básica Manizales,CALLE GALAPA 10 c/v Avda. Manizales,Bicipark Recuerdo,"Calle Hiedra, 26",4923573.24
Instalación Deportiva Municipal Básica Mar de Japón,CALLE MAR DEL JAPON 7,Bicipark Recuerdo,"Calle Hiedra, 26",4923494.33
Instalación Deportiva Municipal Básica Maracena,CALLE MARACENA 1 c/v Moreja -Orcasur-,Bicipark Recuerdo,"Calle Hiedra, 26",4912420.98
Instalación Deportiva Municipal Básica Maris Stella,CALLE DOCTOR TOLOSA LATOUR 18 Frente C. Informat. S.S.,Bicipark Recuerdo,"Calle Hiedra, 26",4913169.89
Instalación Deportiva Municipal Básica Martala I,CALLE PICO DE LOS ARTILLEROS 5 posterior,Bicipark Recuerdo,"Calle Hiedra, 26",4916365.34
Instalación Deportiva Municipal Básica Maruja Mallo,AVENIDA MARUJA MALLO 7 c/v Conchita Montes,Bicipark Recuerdo,"Calle Hiedra, 26",4923967.08
Instalación Deportiva Municipal Básica María Inmaculada,CAMINO CRUCES  frente Condesa de Teba,Bicipark Recuerdo,"Calle Hiedra, 26",4913309.66
Instalación Deportiva Municipal Básica María de Austria,PARQUE EMPERATRIZ MARÍA DE AUSTRIA  Parque Sur,Bicipark Recuerdo,"Calle Hiedra, 26",4913776.94
Instalación Deportiva Municipal Básica Matilde Gayo,CALLE MATILDE GAYO 4,Bicipark Recuerdo,"Calle Hiedra, 26",4914751.14
Instalación Deportiva Municipal Básica Maíz,CALLE RICARDO BELTRAN Y ROZPIDE 28 frente calle Maíz,Bicipark Recuerdo,"Calle Hiedra, 26",4913239.6
Instalación Deportiva Municipal Básica Medio Amposta,CALLE ALBERIQUE  c/v Alconera,Bicipark Recuerdo,"Calle Hiedra, 26",4918422.55
Instalación Deportiva Municipal Básica Mercedes Arteaga,CALLE MERCEDES ARTEAGA S/N c/v San Pantaleón,Bicipark Recuerdo,"Calle Hiedra, 26",4915226.75
Instalación Deportiva Municipal Básica Miguel Aracil,CALLE JOAQUIN LORENZO 39,Bicipark Recuerdo,"Calle Hiedra, 26",4924276.48
Instalación Deportiva Municipal Básica Miguel Hernández (Parque lineal del Manzanares),AVENIDA MIGUEL HERNANDEZ 48 frente al 36-38,Bicipark Recuerdo,"Calle Hiedra, 26",4914066.49
Instalación Deportiva Municipal Básica Miguel Riesco,CALLE MIGUEL RIESCO 7,Bicipark Recuerdo,"Calle Hiedra, 26",4922279.3
Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power,CALLE MIGUEL RIESCO 1,Bicipark Recuerdo,"Calle Hiedra, 26",4922175.43
Instalación Deportiva Municipal Básica Miguel Yuste,CALLE MIGUEL YUSTE  c/v Emilio Muñoz,Bicipark Recuerdo,"Calle Hiedra, 26",4919046.77
Instalación Deportiva Municipal Básica Minaya,CALLE MINAYA 5,Bicipark Recuerdo,"Calle Hiedra, 26",4922912.72
Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete),CALLE MIRADOR DE LA REINA 2 c/v Cerro Minguete,Bicipark Recuerdo,"Calle Hiedra, 26",4925740.99
Instalación Deportiva Municipal Básica Mirasierra,CALLE NURIA 83,Bicipark Recuerdo,"Calle Hiedra, 26",4926442.16
Instalación Deportiva Municipal Básica Molino,PASEO MOLINO 2,Bicipark Recuerdo,"Calle Hiedra, 26",4914744.13
Instalación Deportiva Municipal Básica Mondariz,PLAZA MONDARIZ 1,Bicipark Recuerdo,"Calle Hiedra, 26",4924612.52
Instalación Deportiva Municipal Básica Monovar,CALLE MONOVAR 3,Bicipark Recuerdo,"Calle Hiedra, 26",4923859.67
Instalación Deportiva Municipal Básica Montalbos,CALLE MONTALBOS 14,Bicipark Recuerdo,"Calle Hiedra, 26",4922491.06
Instalación Deportiva Municipal Básica Montecarmelo,CALLE MONASTERIO DE EL PAULAR 138,Bicipark Recuerdo,"Calle Hiedra, 26",4926967.47
Instalación Deportiva Municipal Básica Montecarmelo McDonald´s,AVENIDA MONTECARMELO 1,Bicipark Recuerdo,"Calle Hiedra, 26",4927094.65
Instalación Deportiva Municipal Básica Mártires Maristas,AVENIDA MARTIRES MARISTAS 2 c/v Antonio Machado,Bicipark Recuerdo,"Calle Hiedra, 26",4922888.8
Instalación Deportiva Municipal Básica Nevado de Cumbal,CALLE NEVADO DEL CUMBAL 4,Bicipark Recuerdo,"Calle Hiedra, 26",4922981.49
Instalación Deportiva Municipal Básica Nicolasa Gómez,CALLE NICOLASA GOMEZ 1,Bicipark Recuerdo,"Calle Hiedra, 26",4920112.96
Instalación Deportiva Municipal Básica Novecento,CALLE NOVECENTO 6,Bicipark Recuerdo,"Calle Hiedra, 26",4912987.15
Instalación Deportiva Municipal Básica Nuestra Señora de Loreto,CALLE TIMON 16,Bicipark Recuerdo,"Calle Hiedra, 26",4923007.81
Instalación Deportiva Municipal Básica Nuestra Señora de la Paloma,CARRERA SAN FRANCISCO 4,Bicipark Recuerdo,"Calle Hiedra, 26",4917178.28
Instalación Deportiva Municipal Básica Nueva Esperanza,CALLE ANOETA 1,Bicipark Recuerdo,"Calle Hiedra, 26",4910548.61
Instalación Deportiva Municipal Básica Ontanilla,AVENIDA LOS POBLADOS  C/V Ontanilla,Bicipark Recuerdo,"Calle Hiedra, 26",4913244.62
Instalación Deportiva Municipal Básica Orcasur II,AVENIDA ORCASUR 53,Bicipark Recuerdo,"Calle Hiedra, 26",4912035.69
Instalación Deportiva Municipal Básica Orión-Jupiter,CALLE ORION 52,Bicipark Recuerdo,"Calle Hiedra, 26",4923364.27
Instalación Deportiva Municipal Básica Oscar y Jesús,CALLE SOLEDAD CAZORLA 22,Bicipark Recuerdo,"Calle Hiedra, 26",4913695.73
Instalación Deportiva Municipal Básica Oyarzun,PLAZA OYARZUN 1,Bicipark Recuerdo,"Calle Hiedra, 26",4912457.42
Instalación Deportiva Municipal Básica P.A.R. Antonio López,CALLE ANTONIO LOPEZ 27,Bicipark Recuerdo,"Calle Hiedra, 26",4915552.06
Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,AVENIDA MARQUES DE CORBERA 62,Bicipark Recuerdo,"Calle Hiedra, 26",4918468.23
Instalación Deportiva Municipal Básica P.A.R. Avenida Rafaela Ybarra,AVENIDA RAFAELA YBARRA 51,Bicipark Recuerdo,"Calle Hiedra, 26",4913786.3
Instalación Deportiva Municipal Básica P.A.R. Manuel Noya,CALLE MANUEL NOYA 2 junto Puente Los Capuchinos,Bicipark Recuerdo,"Calle Hiedra, 26",4914727.2
Instalación Deportiva Municipal Básica P.A.R. Ramón Gómez de la Serna,CALLE RAMON GOMEZ DE LA SERNA 49,Bicipark Recuerdo,"Calle Hiedra, 26",4925289.53
Instalación Deportiva Municipal Básica Pablo Casals,PASEO ERMITA DEL SANTO 10,Bicipark Recuerdo,"Calle Hiedra, 26",4917382.43
Instalación Deportiva Municipal Básica Padre Claret,CALLE PADRE CLARET 18,Bicipark Recuerdo,"Calle Hiedra, 26",4921058.26
Instalación Deportiva Municipal Básica Padre Damián,CALLE PADRE DAMIAN 24,Bicipark Recuerdo,"Calle Hiedra, 26",4921987.92
Instalación Deportiva Municipal Básica Palomeras Bajas,CALLE PUERTO DE BALBARAN 6,Bicipark Recuerdo,"Calle Hiedra, 26",4913089.51
Instalación Deportiva Municipal Básica Parque Adelfas,CALLE MARTINEZ CORROCHANO esquina  con calle Luis Mitjans 26,Bicipark Recuerdo,"Calle Hiedra, 26",4915961.74
Instalación Deportiva Municipal Básica Parque Alfredo Kraus,CALLE MAR ADRIATICO 7,Bicipark Recuerdo,"Calle Hiedra, 26",4923135.6
Instalación Deportiva Municipal Básica Parque Aluche,CALLE VALMOJADO 4,Bicipark Recuerdo,"Calle Hiedra, 26",4915937.11
Instalación Deportiva Municipal Básica Parque Arroyo Fresno,AVENIDA VENTISQUERO DE LA CONDESA 43,Bicipark Recuerdo,"Calle Hiedra, 26",4926254.56
Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,CALLE ARROYO DE POZUELO 10,Bicipark Recuerdo,"Calle Hiedra, 26",4922119.6
Instalación Deportiva Municipal Básica Parque Boadilla,CARRETERA BOADILLA DEL MONTE 1,Bicipark Recuerdo,"Calle Hiedra, 26",4916238.69
Instalación Deportiva Municipal Básica Parque Breogán,AVENIDA BRASILIA 2,Bicipark Recuerdo,"Calle Hiedra, 26",4919651.17
Instalación Deportiva Municipal Básica Parque Calle Onil,CALLE NAVIA 12 c/v Luis Chamizo,Bicipark Recuerdo,"Calle Hiedra, 26",4914850.59
Instalación Deportiva Municipal Básica Parque Caramuel,CALLE SEPULVEDA s/n,Bicipark Recuerdo,"Calle Hiedra, 26",4916786.62
Instalación Deportiva Municipal Básica Parque Cedral,"CALLE RODRIGUEZ ILLANES S/N esq. Arturo Soria, 233",Bicipark Recuerdo,"Calle Hiedra, 26",4922533.7
Instalación Deportiva Municipal Básica Parque Cerro Almodovar,PARQUE CERRO ALMODOVAR ,Bicipark Recuerdo,"Calle Hiedra, 26",4915658.21
Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,CALLE CERRO DE ALMODOVAR 9,Bicipark Recuerdo,"Calle Hiedra, 26",4913061.05
Instalación Deportiva Municipal Básica Parque Cuña Verde,AVENIDA DAROCA 300,Bicipark Recuerdo,"Calle Hiedra, 26",4916282.22
Instalación Deportiva Municipal Básica Parque Darwin,AVENIDA MORATALAZ 93,Bicipark Recuerdo,"Calle Hiedra, 26",4916197.5
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,CALLE CARMEN AMAYA 3 Posterior,Bicipark Recuerdo,"Calle Hiedra, 26",4916851.8
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,CALLE CARMEN AMAYA 1 posterior,Bicipark Recuerdo,"Calle Hiedra, 26",4916853.3
Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,CALLE MONOVAR 8,Bicipark Recuerdo,"Calle Hiedra, 26",4924165.66
Instalación Deportiva Municipal Básica Parque Doña Guiomar II,CARRETERA ESTACION DE HORTALEZA 7,Bicipark Recuerdo,"Calle Hiedra, 26",4923909.95
Instalación Deportiva Municipal Básica Parque Doña Guiomar III,CALLE MONÓVAR 4,Bicipark Recuerdo,"Calle Hiedra, 26",4923970.63
Instalación Deportiva Municipal Básica Parque El Calero,CALLE VIRGEN DE NURIA S/N,Bicipark Recuerdo,"Calle Hiedra, 26",4919493.32
Instalación Deportiva Municipal Básica Parque Estafeta,CALLE ESTAFETA 4,Bicipark Recuerdo,"Calle Hiedra, 26",4912908.04
Instalación Deportiva Municipal Básica Parque Eugenia de Montijo,CALLE PARQUE EUGENIA DE MONTIJO S/N,Bicipark Recuerdo,"Calle Hiedra, 26",4913866.05
Instalación Deportiva Municipal Básica Parque Gabriela Mistral,CALLE ROSALIA DE CASTRO 69,Bicipark Recuerdo,"Calle Hiedra, 26",4925458.95
Instalación Deportiva Municipal Básica Parque General García Escámez,CALLE ANSELMO LORENZO  Jardines Gral. García Escámez,Bicipark Recuerdo,"Calle Hiedra, 26",4914480.3
Instalación Deportiva Municipal Básica Parque Huerta de la Salud,CALLE MAR DE LAS ANTILLAS 10,Bicipark Recuerdo,"Calle Hiedra, 26",4923813.63
Instalación Deportiva Municipal Básica Parque Huerta del Obispo,CALLE JUAN PEÑALVER 34 c/v CALLE PALOMARES,Bicipark Recuerdo,"Calle Hiedra, 26",4910018.0
Instalación Deportiva Municipal Básica Parque Juan Pablo II (rugby),AVENIDA PICEAS 13,Bicipark Recuerdo,"Calle Hiedra, 26",4921552.42
Instalación Deportiva Municipal Básica Parque La Viña,CALLE CONCEJO DE TEVERGA 2,Bicipark Recuerdo,"Calle Hiedra, 26",4914121.2
Instalación Deportiva Municipal Básica Parque Luis Buñuel,CALLE LUIS BUÑUEL 12,Bicipark Recuerdo,"Calle Hiedra, 26",4913938.84
Instalación Deportiva Municipal Básica Parque Madrid Sur - La Diligencia,CALLE LA DILIGENCIA 5 Parque Madrid Sur,Bicipark Recuerdo,"Calle Hiedra, 26",4913690.3
Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,CALLE BACARES 20,Bicipark Recuerdo,"Calle Hiedra, 26",4924006.28
Instalación Deportiva Municipal Básica Parque Manuel Azaña,CALLE JAZMÍN 51,Bicipark Recuerdo,"Calle Hiedra, 26",4919099.7
Instalación Deportiva Municipal Básica Parque Marchamalo,CALLE MARCHAMALO 15,Bicipark Recuerdo,"Calle Hiedra, 26",4915018.65
Instalación Deportiva Municipal Básica Parque Martala I,CALLE PICO DE LOS ARTILLEROS 5,Bicipark Recuerdo,"Calle Hiedra, 26",4916365.34
Instalación Deportiva Municipal Básica Parque Martala II,CALLE PICO DE LOS ARTILLEROS 21,Bicipark Recuerdo,"Calle Hiedra, 26",4916136.02
Instalación Deportiva Municipal Básica Parque Mujeres de Orcasitas,RONDA COOPERATIVAS 6,Bicipark Recuerdo,"Calle Hiedra, 26",4912287.9
Instalación Deportiva Municipal Básica Parque Norte,CALLE Arzobispo Morcillo 9 c/v Frómista,Bicipark Recuerdo,"Calle Hiedra, 26",4927045.03
Instalación Deportiva Municipal Básica Parque Olof Palme,CALLE CERECINOS 4 Parque Olof Palme,Bicipark Recuerdo,"Calle Hiedra, 26",4914271.17
Instalación Deportiva Municipal Básica Parque Plata y Castañar,PASEO LOS FERROVIARIOS s/n,Bicipark Recuerdo,"Calle Hiedra, 26",4910284.58
Instalación Deportiva Municipal Básica Parque Pradolongo 1,AVENIDA DE LOS POBLADOS (PARQUE PRADOLONGO) 165,Bicipark Recuerdo,"Calle Hiedra, 26",4913121.58
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO 1,Bicipark Recuerdo,"Calle Hiedra, 26",4914466.06
Instalación Deportiva Municipal Básica Parque San Blas,"CALLE ALBAIDA S/N Avda. Arcentales, Alberique y Ajofrín",Bicipark Recuerdo,"Calle Hiedra, 26",4918717.11
Instalación Deportiva Municipal Básica Parque San Luciano,CALLE SAN LUCIANO 12,Bicipark Recuerdo,"Calle Hiedra, 26",4911713.08
Instalación Deportiva Municipal Básica Parque Santa Adela,CALLE SANTA ADELA 14,Bicipark Recuerdo,"Calle Hiedra, 26",4924261.23
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA C.V. A CALLE CEBREROS 206,Bicipark Recuerdo,"Calle Hiedra, 26",4916679.0
Instalación Deportiva Municipal Básica Parque Supermanzana 7,CALLE FERMIN CABALLERO 25,Bicipark Recuerdo,"Calle Hiedra, 26",4925327.87
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA ,Bicipark Recuerdo,"Calle Hiedra, 26",4919871.04
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88 posterior - Parque de Moratalaz,Bicipark Recuerdo,"Calle Hiedra, 26",4916558.71
Instalación Deportiva Municipal Básica Parque de Atenas,PASEO VIRGEN DEL PUERTO 3,Bicipark Recuerdo,"Calle Hiedra, 26",4917951.74
Instalación Deportiva Municipal Básica Parque de Berlín,CALLE MARCENADO 51,Bicipark Recuerdo,"Calle Hiedra, 26",4921162.69
Instalación Deportiva Municipal Básica Parque de Comillas,CALLE ANTONIO DE LEYVA 35,Bicipark Recuerdo,"Calle Hiedra, 26",4915197.0
Instalación Deportiva Municipal Básica Parque de Roma I,CALLE JUAN ESPLANDIU 4,Bicipark Recuerdo,"Calle Hiedra, 26",4917325.1
Instalación Deportiva Municipal Básica Parque de Roma III,CALLE ALCALDE SAINZ DE BARANDA 90,Bicipark Recuerdo,"Calle Hiedra, 26",4917687.09
